0040108009403,PHC LEFT HAND BOX CUTTER, $2.88 
0040108055669,PHC BOX CUTTER BLADES, $7.15 
0040108090065,QUICK RELEASE HOLSTER, $1.35 
2007344100441,S5L BOX CTR RED/LEFT HAND, $3.39 
2007344100564,DISP FD SAFETY CUTTER WHT, $0.85 
1081007060049,XS HXARMOR HELIX CUT GLV, $7.95 
1081007060050,SM HXARMOR HELIX CUT GLV, $7.95 
1081007060051,MED HXARMOR HELIX CUT GLV, $7.95 
1081007060052,LG HXARMOR HELIX CUT GLV, $7.95 
1081007060053,XL HXARMOR HELIX CUT GLV, $7.95 
1081007060054,XXL HXARMOR HELIX CUT GLV, $7.95 
1087874000343,BLACK VINYL APRON 42IN, $7.75 
1087874000348,YELLOW PAPER APRON, $34.74 
0040108008172,24IN HIGH HEAT HAIRNET, $6.18 
0075824711212,POLYPROPYLENE BEARD COVER, $3.32 
0040106000658,S3HB104ND - HBF KEEPER, $3.69 
0040106000659,S3HB102ND - HBF KEEPER, $3.76 
0040106000660,S3HB105ND -HBF KEEPER, $3.96 
0040106000661,S3HB101ND - HBF KEEPER, $3.49 
0040106000662,S3HB106ND - HBF KEEPER, $4.25 
0040106000663,S3HB107ND - HBF KEEPER, $5.10 
0040108008150,SMILE AND BE HELPFUL         +, $1.80 
0040108008151,KEEP YOUR LUNCHROOM          +, $1.80 
0040108008155,EMPLOYEES ONLY               +, $1.80 
0040108008163,WASH YOUR HANDS, $1.80 
0040108009586,SEAFOOD GUM TAPE             +, $2.95 
0040108009891,FLORAL TAPE CLEAR, $1.70 
0040108050521,PACKING TAPE 2IN, $1.39 
0040108055405,CAUTION BARRICADE TAPE, $2.90 
0040308627307,ORGANIC TAPE, $2.40 
1064796900021,ST426C GREEN FLORAL TAPE, $1.89 
1064796900022,ST264A GREEN WTRPRF TAPE, $3.20 
0040108001551,STARBUCK COFFEE CUP HOLDR, $7.00 
0040108007850,PRTD BASCART BELT BL/WHT, $61.25 
1081001013444,MAKE IT RIGHT LABEL, $5.95 
1081001013380,TOPBANANA BIGCHEESE, $2.53 
1081001013004,PAID THANK YOU LABEL, $2.18 
1085012800699,BTTM/BASCART PAID LBL, $3.49 
1081001013225,IDT LABEL, $2.31 
1079398503015,TRANSFORMER 25 FLOOR FINI, $73.91 
0040108008202,OFF BASE BUILDUP REMOVER, $27.10 
0040108098202,KROGER BRUTE SC, $107.33 
0079398501796,CLEANSHINE SCRUBBER PACK, $63.40 
0079398502234,RED DIAMOND CONCRETE CLNR, $85.36 
0079398502564,DIAMOND SOLITAIRE RTU, $30.07 
1079398502775,TWISTER 3000 GRT PAD 27IN, $62.79 
1079398502930,KRO SUDSDOWN SC SCRUBR PK, $48.57 
1079398541864,14IN CZ PAD MASTER PACK, $13.36 
1079398541865,16IN CZ PAD MASTER PACK, $17.26 
1079398541866,17IN CZ PAD MASTER PACK, $18.22 
1079398541867,20 CZ PAD MASTER PACK, $36.26 
0040108009086,20IN RED SCRUB POLISH PAD, $11.16 
0040108009088,20 INCH STRIPPING PAD, $11.17 
0000837500000,13 INCH STRIPPING PAD, $5.87 
0000838800000,13IN RED SCRUB POLISH PAD, $5.86 
0000840600000,13IN HVY DUTY SCRUB PAD, $5.87 
0040108001585,27IN WHITE POLISH PAD, $10.67 
0040108007565,21IN COMBO PAD, $13.26 
0040108007788,16IN HVY DUTY SCRUB PAD, $7.98 
0040108009819,17IN RED SCRUB POLISH PAD, $8.54 
0040108050572,20I WHITE HS PAD, $11.16 
0040108055229,27IN COMBO PAD, $10.45 
0040108096982,24IN COMBO PAD, $19.03 
0040108096990,17 IN HEAVY SCRUB PAD, $8.60 
0040108096995,17 INCH STRIPPING PAD, $10.04 
0040108097187,14IN RED SCRUB POLISH PAD, $6.67 
0040108009085,16IN RED SCRUB POLISH PAD, $7.98 
0040108000134,24 WHITE SUPER POLISH PAD, $18.60 
0040108009087,16INCH STRIPPING PAD, $7.98 
0040108009265,GEN.PURP.SCRUB BRUSH         +, $1.84 
0040108009267,HANDLE SCRUB BRUSH           +, $3.44 
0040108009269,LONG HANDLE BRUSH            +, $4.24 
0040108050631,HI-HEAT LONG HANDLE BRUSH, $4.08 
1007061300249,2IN MTL FLR SCRPR ERGRIP, $0.96 
1007061300644,12IN WINDOW SQUEEGEE, $2.44 
1007061300647,12IN WNDW SQUEEGEE RF BLD, $1.10 
1007262706410,LARGE ANGLE BROOM HEAD, $4.25 
1007262727082,24IN MEDIUM FLOOR SWEEP, $5.15 
1007262796208,MAXIPLUS LOBBY DUST PAN, $47.10 
1007262796471,MICROFIBER FEATHER DUSTER, $2.30 
1007262797159,54IN METAL HANDLE W/THRDS, $2.83 
4007262700046,LARGE ANGLE BROOM, $4.25 
0040108000109,THERMAL PAPER 273FT, $0.01 
0040108050790,BAG RACK ADAPT 2 IN, $5.79 
0040108050789,BAG RACK 1/7 BARREL, $41.54 
0021883013697,NILODEW, $23.30 
0002002706175,PLASTIC DUST PAN, $1.85 
0040108008142,WEDGE CLIP  SMW              +, $15.75 
0040108008936,PRICE CHANNEL SIGNHOLDER, $1.75 
0040108050476,P-TOUCH TAPE BLACK ON WHITE, $10.15 
0040108055682,6IN HEATSEAL TEFLON COVER, $7.48 
0040108098370,UNDER WINDOW WASH PILLS, $4.42 
1087874000353,20 IN AUTO SQUEEGEE, $3.20 
0040108009133,22INFLOOR SQUEEGE, $6.45 
0007778409840,DIGITAL THERMOMETER, $10.17 
0040106000473,TAG HOLDER SPRING CLIP 3, $9.62 
0040106000475,TAG HOLDER FOR HOT PANS, $5.04 
0040106000483,TAG SLVE 3X2 1 FOLD STYLE, $2.01 
0040108055880,METAL CLIPSTRIP HANGER, $3.75 
0040108008354,PLAS SIGN HOLDR 7X11IN, $8.85 
0040108008141,BASKET CUP  WRC              +, $14.25 
0040106000798,25FT HOSE, $32.80 
0040106000799,50FT HOSE, $48.06 
0040106000800,MOP AND BROOM BRACKET, $3.85 
0040106000806,CHLORINE TEST STRIPS, $4.10 
0040106000813,24OZ FLR FNSH MOP W/ADAPT, $3.20 
0040106001618,WINE CARRIER RACK, $56.98 
0040106003451,TOILET BOWL BRUSH, $1.79 
4072735144370,1/2 FOLD TOILET SEAT COVR, $2.03 
0040108009771,URINAL BLOCK & SCREEN, $1.72 
0040108000261,LZR INFRARED THERMOMETER, $32.22 
0040108007552,27 QUART WASTEBASKET         +, $31.31 
0040108007718,MARSHL TRASH CAN 21GAL, $113.37 
0040108007720,BRUTE LID, $8.27 
0040108007722,BRUTE/HUSKEE DOLLY           +, $55.31 
0040108007723,SMOKING URN, $82.15 
0040108009118,SANITARY WAX BAGS, $22.24 
0040108009217,TRIGGER SPRAYERS             +, $0.45 
0040108009312,CASE THERMOMETER             +, $1.95 
0040108009967,CHANGING STATION LINERS, $1.90 
0040108050510,KNEEPADS - MENS, $13.45 
0040108055759,8 SUPER ABSORBENT SOCK, $13.32 
0040108055910,REPLACMNT BLADE 4IN FLSCR, $3.57 
0086876176537,35 QUART MOP BUCKET, $49.25 
0086876179231,35 QUART MOP BUCKET WRNGR, $54.10 
0089553200200,FILTER BRITE OIL FLT PWDR, $46.50 
1002002704115,8IN SCRAPER, $6.85 
1087874000362,STRAP PAC KIT, $55.40 
1087874000369,WINE IS FRUIT 4PK WINE C, $33.50 
0040108009070,2 1/4 INCH ADD MACH TAPE, $23.28 
5004801159771,SCOTCH BRITE CLEANSNG PAD, $17.00 
0076293502200,INTE-FIT HYBRD GLOVES SM, $14.85 
0076293502201,INTE-FIT HYBRD GLOVES MD, $14.85 
0076293502202,INTE-FIT HYBRD GLOVES LG, $14.85 
0076293502203,INTE-FIT HYBRD GLOVES XL, $14.85 
1076293500010,DISP POLY GLOVES SMALL, $3.83 
1076293502594,DISP POLY GLOVES XSMALL, $3.83 
1076293500012,DISP POLY GLOVES XLG, $3.83 
1076293500013,DISP POLY GLOVES LG, $3.83 
1076293505839,YLLW VINYL GLOVES PWRD SM, $4.50 
1076293505840,YLLW VINYL GLOVES PWRD MD, $4.50 
1076293505841,YLLW VINYL GLOVES PWRD LG, $4.50 
1076293505842,YLLW VNYL GLOVES PDR XL, $4.50 
1004010805534,XL POLY GLOVES, $0.40 
1004010805580,LG POLY GLOVES, $0.40 
1004010806173,MD POLY GLOVES, $0.40 
0076293590108,36X60 12 MICRON NAT LINER, $19.25 
0076293599593,24X24 NATURAL CAN LINER, $12.88 
0076293599595,24X33 CAN LINER HDPE 6M, $17.62 
0060630100945,9X12 LEAKER BAG, $112.00 
0060630100946,13X18 LEAKER BAG, $116.00 
0060630100947,18X24 LEAKER BAG, $105.00 
0040108055580,POCKET THERMOMETER           +, $2.95 
0076293501061,52X80 BUN RCK COVER LLDPE, $17.60 
0076293506094,46X50 CAN LINER HDPE 14M, $11.58 
0076293506096,50X42X88 CAN LINER LLDPE, $92.86 
0076293506303,40X46 BLUE CANLINER 12MIC, $25.00 
0076293590034,38X60 14 MIRCON NAT LINER, $22.61 
0040108000563,PLASTIC HANDHELD TOTE YEL, $27.50 
0040108034503,SANI GEL INST HAND SNTZR, $128.00 
0040108050655,BALE TIE (CIRCLE PACK), $25.88 
0076293500189,PALLET STRETCH FILM, $26.35 
0040108033539,8OZ SLATE HAND SANITIZER, $0.01 
0071591014021,KRO PICKUP T-SHIRT BAG, $44.47 
0715910144613,PROWAVE KROGER PICKUP 1.7, $43.47 
0040108055225,TOMRA RECEIPT ROLLS, $27.66 
0040106002040,ANTI FATIGUE MAT 22X53, $24.78 
0040106002041,ANTI FATIGUE MAT 2X3, $9.08 
0040106002044,ANTI FATIGUE MAT 2X8, $48.94 
0002120096860,CLEAR TAPE 2IN, $2.09 
0040108007893,GREEN FLORAL TAPE 1/2INCH, $0.91 
0040108008301,DUCT TAPE BLACK 3IN, $46.80 
0040108008323,CLEAR TAPE 1 IN, $0.99 
0040108008546,3 IN BROWN CLOTH TAPE, $46.80 
0040108009138,1/2 CELLO TAPE/DISP.         +, $7.20 
0040108009144,3/4  MASKING TAPE            +, $0.90 
0040108009145,2  MASKING TAPE              +, $2.35 
0040108050748,UTENSIL STORAGE CONT, $17.80 
0040108050837,FLY TRAP GLUE BOARD, $49.90 
0172992800137,1/7BBL PICKUP SACK, $42.72 
1007959418404,4LB BROWN PAPER BAG, $9.14 
